"CountryNum","StateNum","Route","RouteName","Active","Latitude","Longitude","Stratum","BCR","RouteTypeID","RouteTypeDetailID","year","grasslands"
840,2,39,"MILLRY",1,31.632584,-88.315925,4,27,1,1,2011,0.030512660787078
840,2,40,"DAUPHIN IS",0,30.248504,-88.112375,3,27,1,1,2011,0.00827024436990896
840,2,41,"ALABAMA PT",0,30.280174,-87.525685,3,27,1,1,2011,0.00368477840434845
840,2,42,"FOLEY",0,30.3701137,-87.6833489,3,27,1,1,2011,0.0172076150117179
840,2,43,"BLOCTON",1,33.1156047,-87.1007539,13,27,1,1,2011,0.058072126727334
840,2,44,"BIRMINGHAM",0,33.591124,-86.706595,13,28,1,1,2011,0.000374878715709623
840,2,45,"WHITEHOUSE",1,34.1311637,-87.7621469,4,27,1,1,2011,0.0421649133429199
840,2,46,"GUNTERSVILLE",1,34.3142387,-86.4773569,13,28,1,1,2011,0.00981105477365226
840,2,47,"JENA",1,33.1379607,-87.8205274,4,27,1,1,2011,0.0286897855133615
840,2,48,"EPES",1,32.691864,-88.126425,4,27,1,1,2011,0.0163056967420981
840,2,49,"WEDGEWORTH",1,32.8055085,-87.7643955,4,27,1,1,2011,0.0501498816723639
840,2,50,"WHITEHALL",1,32.3276808,-86.7118894,4,27,1,1,2011,0.0256422013090476
840,2,51,"LIBERTY CITY",0,32.5816871,-85.7164607,11,29,1,1,2011,0.101928186182283
840,2,52,"ESCATAWPA",1,31.2926075,-88.38516,4,27,1,1,2011,0.0486350497805374
840,2,53,"GROVE HILL",1,31.7097587,-87.7767179,4,27,1,1,2011,0.075505438327057
840,2,54,"FAIRVIEW",1,31.2223969,-86.0994295,4,27,1,1,2011,0.0182846028896298
840,2,55,"ELAMVILLE",1,31.6676037,-85.6508719,4,27,1,1,2011,0.0387754643162297
840,2,56,"CHILDERSBURG",0,33.4572917,-86.2574629,13,28,1,1,2011,0.0449186334734346
840,2,57,"YOUNGTOWN",1,34.4236313,-87.3907904,13,28,1,1,2011,0.0115999962640914
840,2,58,"MENTONE",1,34.5810567,-85.565583,13,28,1,1,2011,0.0218186524027263
840,2,59,"CARROLLTON",1,33.2811827,-88.0092154,4,27,1,1,2011,0.0459278642531495
840,2,60,"HOLT",1,33.2638251,-87.4241383,4,27,1,1,2011,0.0948608943658182
840,2,61,"ODENVILLE",1,33.718519,-86.4457647,13,28,1,1,2011,0.0109821576480447
840,2,62,"BORDEN SPRNG",0,33.9282957,-85.4680639,11,28,1,1,2011,0.0448982773404007
840,2,63,"ROCK CHAPEL",1,32.4128107,-87.5381089,4,27,1,1,2011,0.0236128602118675
840,2,64,"NIXBURG",0,32.8224147,-86.1118009,11,29,1,1,2011,0.051780714694283
840,2,65,"CALEBEE",1,32.4341515,-85.8711729,4,27,1,1,2011,0.0147480498658801
840,2,66,"APPLETON",1,31.2283931,-87.0654001,4,27,1,1,2011,0.139755234470403
840,2,67,"MT. GILEAD",1,31.4086552,-86.270046,4,27,1,1,2011,0.0457441397325701
840,2,68,"MADRID",1,31.0322875,-85.4115544,4,27,1,1,2011,0.0191372596493352
840,2,69,"GEORGETOWN",1,30.9422777,-88.3523559,4,27,1,1,2011,0.0487051503010498
840,2,70,"BON SECOUR",1,30.3038647,-87.7299991,3,27,1,1,2011,0.00603437417700068
840,2,71,"WHEELER DAM",1,34.7961251,-87.3837235,14,24,1,1,2011,0.000328048113723346
840,2,72,"ELKMONT",1,34.9292307,-86.9887629,14,24,1,1,2011,0.000198425821813612
840,2,73,"WOODVILLE",1,34.9895137,-86.0671689,21,28,1,1,2011,0.0170102547838038
840,2,74,"Perdido",1,30.978291,-87.631069,3,27,1,1,2011,NA
840,2,102,"COURTLAND",1,34.6030578,-87.2543912,14,24,1,1,2011,0.0118774476838483
840,2,105,"BROOKSVILLE",1,34.2126918,-86.4734413,13,28,1,1,2011,0.0211308487170556
840,2,106,"VALHERMOSO SPG 2",0,34.5012877,-86.6855493,14,24,1,1,2011,0.0049310216256525
840,2,109,"LAKEVIEW",1,34.3086241,-85.9323092,13,28,1,1,2011,0.010275577025184
840,2,111,"CHOCCOLOCCO",1,33.628703,-85.748317,13,28,1,1,2011,0.0462720659984033
840,2,137,"LATHAM 2",1,31.0706664,-87.8350582,4,27,1,1,2011,0.0761565168433893
840,2,140,"DAUPHIN IS 2",0,30.248466,-88.1123348,3,27,1,1,2011,0.00827024436990896
840,2,141,"ALABAMA PT 2",0,30.2816323,-87.5183917,3,27,1,1,2011,0.00733582253459258
840,2,142,"ELBERTA",1,30.370222,-87.6024375,3,27,1,1,2011,0.0331877538064121
840,2,151,"Liberty City 2",1,32.580056,-85.692643,11,29,1,1,2011,NA
840,2,156,"KYMULGA",1,33.2905307,-86.3312989,13,28,1,1,2011,0.0529389600602864
840,2,162,"Borden Springs 2",1,33.9413322,-85.450491,11,28,1,1,2011,0.0136686275184332
840,2,164,"NIXBURG 2",1,32.822371,-86.1117753,11,29,1,1,2011,0.0476028592954667
840,2,201,"VINA",1,34.2884067,-88.0675579,4,27,1,1,2011,0.0969972561515312
840,2,203,"CARTER GROVE",1,34.8223669,-86.6604516,14,24,1,1,2011,0.0012162534068412
840,2,204,"STEVENSON",1,34.7575557,-85.8594579,13,28,1,1,2011,0.0234189017616251
840,2,205,"VERNON",1,33.6853138,-88.1671198,4,27,1,1,2011,0.0228697824605753
840,2,206,"JASPER",0,33.817334,-87.137715,13,28,1,1,2011,0.0228002011244686
840,2,207,"ONEONTA",1,33.8564625,-86.3813006,13,28,1,1,2011,0.010761550416804
840,2,208,"TALLADEGA",1,33.3180161,-86.1573541,13,28,1,1,2011,0.0207921179184424
840,2,209,"WEDOWEE",1,33.1844368,-85.464604,11,29,1,1,2011,0.0387806588522455
840,2,210,"GASTONBURG",1,32.1930088,-87.3792753,4,27,1,1,2011,0.0256257303251428
840,2,211,"AUTAUGAVILLE",1,32.4860839,-86.5697685,4,27,1,1,2011,0.0334197985160162
840,2,212,"SEALE",1,32.5033347,-85.2532189,4,27,1,1,2011,0.0556414918541435
840,2,213,"CITRONELLE",1,31.1365731,-88.2207774,4,27,1,1,2011,0.0643343739960625
840,2,214,"CLAIBORNE",1,31.7459607,-87.6361759,4,27,1,1,2011,0.043764616045435
840,2,215,"HELICON",1,31.9052647,-86.1853409,4,27,1,1,2011,0.0479794401432491
840,2,216,"EUFAULA",1,31.7296264,-85.2558091,4,27,1,1,2011,0.0830315353795435
840,2,217,"ST. ELMO",1,30.4866365,-88.3854517,3,27,1,1,2011,0.00690707653278632
840,2,218,"BAY MINETTE",1,30.803493,-87.6374375,3,27,1,1,2011,0.0347841065686725
840,2,240,"DAUPHIN IS 3",0,30.25085,-88.16328,3,27,1,1,2011,NA
840,2,306,"DRUMMOND",1,33.8163386,-87.1416542,13,28,1,1,2011,0.024529449652902
840,2,750,"TRIANA",0,34.4761164,-86.4676524,14,24,2,2,2011,0.00506213633278818
840,2,751,"RIVERSIDE",0,33.5919601,-86.2041575,13,28,2,2,2011,0.0160421931655862
840,2,752,"SPROTT-CAHABA RIV",0,32.655013,-87.247487,4,27,2,2,2011,0.0113240043057051
840,2,753,"GAINESTOWN FERRY",0,31.3769106,-87.723299,4,27,2,2,2011,0.0103142609211437
840,2,754,"Chacaloochee Bay",0,30.688444,-87.969378,4,27,2,2,2011,0.000196056175253583
840,2,900,"ELKMONT",0,34.95,-87.15,14,24,1,2,2011,0.000198425821813612
840,2,901,"TRACE CHEROKEE",0,34.667434,-88.088255,4,27,1,2,2011,NA
840,6,1,"MT TRUMBULL",0,36.4118157,-113.3253169,87,16,1,1,2011,0
840,6,2,"HOUSE ROCK",1,36.7313947,-112.0460509,87,16,1,1,2011,2.06701254676616e-05
840,6,3,"THE GAP",0,36.1623537,-111.3865819,87,16,1,1,2011,0.00633162300225401
840,6,4,"BLACK MESA",1,36.5612867,-110.5019459,84,16,1,1,2011,0
840,6,5,"ROUND ROCK",0,36.5089267,-109.4726859,84,16,1,1,2011,0
840,6,6,"SQUAW PEAK",0,35.8986777,-114.2909089,83,33,1,1,2011,0.000238978680586127
840,6,7,"YAMPAI",0,35.5156177,-113.2016679,87,16,1,1,2011,0
840,6,8,"ROSE WELLS",0,35.7549067,-112.8721919,87,16,1,1,2011,4.69334835204806e-05
840,6,9,"FLAGSTAFF",1,35.379241,-111.589527,84,34,1,1,2011,0.0510226122940849
840,6,10,"ORAIBI",1,35.8687197,-110.6230399,87,16,1,1,2011,0.0102009107956068
840,6,11,"SAWMILL",1,35.678979,-109.2046208,84,16,1,1,2011,0
840,6,12,"OATMAN",1,34.9859877,-114.4831159,83,33,1,1,2011,0.000150190048176346
840,6,13,"WIKIEUP",1,34.7270747,-113.9188229,82,33,1,1,2011,0
840,6,14,"PRESCOTT",1,34.643638,-112.43804,84,34,1,1,2011,0.0151727655233967
840,6,15,"MORMON LAKE",0,34.8492047,-111.4342499,84,34,1,1,2011,0.000426502678040071
840,6,16,"ZENIFF",0,34.666085,-110.324299,87,16,1,1,2011,0.000226405330228346
840,6,17,"HUNT",1,34.4781336,-109.6046705,87,16,1,1,2011,0.000886842329666581
840,6,18,"QUARTZSITE",1,33.651725,-114.217139,82,33,1,1,2011,0
840,6,19,"VICKSBURG",0,33.8839297,-113.8530119,82,33,1,1,2011,0.00173672530794713
840,6,20,"NEW RIVER",0,33.7034749,-112.2723363,82,33,1,1,2011,0.00160473453593581
840,6,21,"FLORENCE",0,33.0219797,-111.2169189,82,33,1,1,2011,0.0224418825686842
840,6,22,"AZTEC PEAK",0,33.811655,-110.904189,81,34,1,1,2011,0.00143681545165469
840,6,23,"BLUE",0,33.610135,-109.10624,84,34,1,1,2011,0.126224064378515
840,6,24,"LAGUNA",1,32.8332815,-114.3988546,82,33,1,1,2011,0
840,6,25,"DATELAND",1,32.9285617,-113.5413359,82,33,1,1,2011,6.23862750194957e-05
840,6,26,"AJO",0,32.3325717,-112.7874759,82,33,1,1,2011,0.107517070270049
840,6,27,"COOLIDGE",0,33.0156287,-111.3839189,82,33,1,1,2011,0.0100171722953635
840,6,28,"POMERENE",1,32.0343407,-110.3031159,81,34,1,1,2011,0
840,6,29,"SAN SIMON",1,32.4996877,-109.3368449,56,34,1,1,2011,0.0027977912174599
840,6,30,"LUKEVILLE",0,32.0266567,-112.9573589,82,33,1,1,2011,0
840,6,31,"PEÑA BLANCA",1,31.387449,-111.064564,81,34,1,1,2011,0.0662907910473262
840,6,32,"PATAGONIA",1,31.5175977,-110.7949529,81,34,1,1,2011,0.15701291019967
840,6,33,"SUNIZONA",0,31.8181957,-109.6948089,81,34,1,1,2011,0.00985901714186332
840,6,51,"TOROWEAP",1,36.2863797,-113.0649869,87,16,1,1,2011,3.03817466466147e-05
840,6,52,"DRY PARK",1,36.3131479,-112.0319722,84,16,1,1,2011,0.0167743762712737
840,6,53,"PAGE",1,36.9132282,-111.4526999,87,16,1,1,2011,0
840,6,54,"COW SPRINGS",1,36.3915637,-110.8794319,87,16,1,1,2011,0
840,6,55,"MANY FARMS",1,36.3599237,-109.6437909,87,16,1,1,2011,0
840,6,56,"RIVIERA",1,35.113694,-114.57123,82,33,1,1,2011,0
840,6,57,"ANTARES",1,35.4272901,-113.8087941,87,33,1,1,2011,0.00214612592709484
840,6,58,"WILLIAMS",1,35.0556327,-112.2188339,84,34,1,1,2011,4.77049164686913e-05
840,6,59,"MAINE",1,35.1634107,-111.9475859,84,34,1,1,2011,0.0342613065326633
840,6,60,"CASTLE BUTTE",1,35.2779817,-110.3798989,87,16,1,1,2011,1.04699982201003e-05
840,6,61,"GREASEWOOD",0,35.5302347,-109.8516089,87,16,1,1,2011,0.000765159727093031
840,6,63,"ALAMO RES.",1,34.2318174,-113.5975476,82,33,1,1,2011,0
840,6,64,"SKULL VALLEY",0,34.7733727,-112.6192267,87,34,1,1,2011,0.0283375850340136
840,6,65,"TONTO VILL.",1,34.3566847,-111.1008299,84,34,1,1,2011,8.85844209531684e-05
840,6,66,"FOREST LAKES",1,34.694845,-110.777909,84,34,1,1,2011,0.034689012393549
840,6,67,"PINETOP",1,34.1153987,-109.9154509,84,34,1,1,2011,0
840,6,68,"CIBOLA LAKE",1,33.24469,-114.66142,82,33,1,1,2011,0
840,6,69,"GILA BEND",1,33.2869987,-112.9375459,82,33,1,1,2011,0.00165289256198347
840,6,70,"PALO VERDE",0,33.3339864,-112.677217,82,33,1,1,2011,0.000300929269584477
840,6,71,"BARTLETT RES",1,33.8177037,-111.6398389,82,34,1,1,2011,0.00831320450885668
840,6,72,"CUTTER",0,33.1754789,-110.5290913,82,34,1,1,2011,0
840,6,73,"ALPINE",1,33.866935,-109.1652,84,34,1,1,2011,0.320327351972922
840,6,74,"ARABY",1,32.8548017,-114.4452209,82,33,1,1,2011,8.26945181803898e-06
840,6,76,"PISINIMO",0,32.1764407,-112.2624969,82,33,1,1,2011,0.0246127160715354
840,6,77,"RED ROCK",0,32.57312,-111.3291239,82,33,1,1,2011,0.00210602263974338
840,6,78,"REDINGTON",1,32.5434377,-110.5053099,81,34,1,1,2011,1.25103210148372e-05
840,6,79,"MT. GRAHAM",1,32.6498267,-109.8181145,81,34,1,1,2011,0.0216075779825397
840,6,80,"CABEZA PRIET",1,32.4009815,-112.9321083,82,33,1,1,2011,0.0237403154323103
840,6,81,"AMADO",1,31.7120327,-111.0671459,81,34,1,1,2011,0.000204798127559977
840,6,82,"SAHUARITA",1,31.9576267,-110.9446259,81,34,1,1,2011,0.0166193261977766
840,6,83,"MCNEAL",1,31.6464055,-109.4732045,56,34,1,1,2011,0.00313804840825495
840,6,84,"Wickenburg",1,33.962204,-112.77163,82,33,1,1,2011,NA
840,6,101,"NAVAJO TRAIL",1,36.6901017,-113.4587859,87,16,1,1,2011,0.000567058882393656
840,6,103,"KAIBITO",1,36.6095467,-111.0768659,87,16,1,1,2011,0
840,6,105,"TSAILE",1,36.3019687,-109.1965869,84,16,1,1,2011,0
840,6,106,"WILLOW BEACH",0,35.8663787,-114.6619869,83,33,1,1,2011,0.00214556513769112
840,6,107,"PEACH SPRING",1,35.5541565,-113.3760172,87,16,1,1,2011,7.38996864541875e-05
840,6,108,"SELIGMAN",1,35.2307957,-112.5859679,87,16,1,1,2011,0
840,6,115,"HAPPY JACK",1,34.838905,-111.438129,84,34,1,1,2011,5.48239602635936e-05
840,6,116,"CLAY SPRING",1,34.6116178,-110.3781682,84,34,1,1,2011,0
840,6,119,"HOPE",0,33.9225847,-113.8247909,82,33,1,1,2011,0.00174436783122418
840,6,121,"CASA GRANDE",0,33.0385437,-111.3789069,82,33,1,1,2011,5.0981911617758e-05
840,6,122,"CARR MTN",1,33.5656117,-110.9464649,81,34,1,1,2011,0.000990672098666489
840,6,123,"SPRUCEDALE",1,33.6103817,-109.1063079,84,34,1,1,2011,0.131146575584477
840,6,126,"Ajo 2",0,32.4655,-112.86988,82,33,1,1,2011,0.00577028464588505
840,6,127,"CACTUS FOREST",1,32.9583127,-111.3334729,82,33,1,1,2011,0.0440598039854836
840,6,130,"ORGAN PIPE",1,31.9571917,-112.7999879,82,33,1,1,2011,0
840,6,133,"PORTAL",1,31.9825267,-109.2013399,81,34,1,1,2011,0.139093541994817
840,6,161,"KLAGETOH",1,35.541864,-109.322969,87,16,1,1,2011,0.0254175193915966
840,6,164,"Skull Valley 2",1,34.800807,-112.87945,87,34,1,1,2011,NA
840,6,170,"PALO VERDE 2",1,33.3339864,-112.677217,82,33,1,1,2011,0.000300929269584477
840,6,172,"CUTTER 2",1,33.178809,-110.215069,82,33,1,1,2011,NA
840,6,176,"BATES WELL",1,32.3559327,-112.8270799,82,33,1,1,2011,0.131808824347633
840,6,177,"RED ROCK 2",1,32.57312,-111.329123,82,33,1,1,2011,0.00210602263974338
840,6,206,"WILLOW BEACH 2",1,35.8663187,-114.6620259,83,33,1,1,2011,0.00228618046596342
840,6,219,"HOPE 2",1,33.922985,-113.837239,82,33,1,1,2011,NA
840,6,233,"SUNIZONA 2",1,31.75871,-109.73797,81,34,1,1,2011,NA
840,6,900,"DRAGOON",0,31.9197167,-109.9150009,81,34,1,2,2011,1.19289037337469e-05
840,6,901,"RUCKER",0,31.6064617,-109.2258228,81,34,1,2,2011,0.101855064418384
840,7,1,"OLD MILO",1,33.311764,-91.890543,4,25,1,1,2011,0.041245903091505
840,7,2,"EUDORA",1,33.168504,-91.332694,5,26,1,1,2011,0.00011034604519774
840,7,3,"RAMSEY",0,33.913514,-92.593634,4,25,1,1,2011,0.0780784389118523
840,7,4,"LOCUST BAYOU",0,33.5907857,-92.6974039,4,25,1,1,2011,0.0111925941015369
840,7,5,"STAMPS",1,33.3755757,-93.4706879,4,25,1,1,2011,0.0333718531638461
840,7,6,"HOPE",1,33.6627163,-93.6694105,4,25,1,1,2011,0.0433512198301145
840,7,7,"ASHDOWN",1,33.6969877,-94.1229479,4,25,1,1,2011,0.0497868228071173
840,7,8,"HUGHES",1,34.9269397,-90.5065699,5,26,1,1,2011,0.000427791062457495
840,7,9,"WEST TYLER",0,34.7079957,-91.7000729,5,26,1,1,2011,0
840,7,10,"SOUTH BEND",1,34.0487397,-91.4995419,5,26,1,1,2011,0.000354769034923881
840,7,11,"CROWS",0,34.627904,-92.796273,19,25,1,1,2011,0.0224206135790518
840,7,12,"POYEN",0,34.3401497,-92.6636599,4,25,1,1,2011,0.0233581697740145
840,7,13,"HOLLYWOOD",1,34.035154,-93.256803,4,25,1,1,2011,0.0707718838534843
840,7,14,"BLAKELY",0,34.694284,-93.081193,19,25,1,1,2011,0.0222640178676384
840,7,15,"WALDRON",1,34.969944,-94.043753,19,25,1,1,2011,0.00799484958445511
840,7,16,"HARRISBURG",1,35.4848667,-90.6809479,5,26,1,1,2011,0.000420593150015346
840,7,17,"WHITTON",0,35.5182337,-90.2869869,5,26,1,1,2011,0
840,7,18,"AUGUSTA",0,35.3146747,-91.3577789,5,26,1,1,2011,0
840,7,19,"SAFFELL",1,35.9114603,-91.3426352,19,26,1,1,2011,0.00220531977136685
840,7,20,"RUPERT",1,35.6330837,-92.7182699,19,24,1,1,2011,0.0589942506538364
840,7,21,"STARK",1,35.571494,-92.195523,19,25,1,1,2011,0.0328852046269685
840,7,22,"COAL HILL",1,35.4263985,-93.6640897,19,25,1,1,2011,0.0154380590885885
840,7,23,"LURTON",1,35.7806777,-93.0696409,19,24,1,1,2011,0.00483158999784982
840,7,24,"MASSARD",1,35.3514159,-94.3318236,19,25,1,1,2011,0.00156603055996778
840,7,25,"MAYNARD",1,36.4436877,-90.9236529,5,26,1,1,2011,0.000435827233614572
840,7,26,"ZION",1,36.0989147,-91.7354059,19,24,1,1,2011,0.00578401077569131
840,7,27,"FULTON",1,36.4061087,-92.1148009,19,24,1,1,2011,0.0156395299687209
840,7,28,"COMPTON",1,36.1206137,-93.2802279,19,24,1,1,2011,0.00772899377883015
840,7,29,"AVOCA",1,36.4053037,-94.1100149,19,24,1,1,2011,0.00106472053670185
840,7,30,"Centerton",1,36.329802,-94.303299,19,24,1,1,2011,0.00749461117559277
840,7,31,"Farwell",1,36.394077,-93.472462,19,24,1,1,2011,0.00762106672617719
840,7,32,"Yellville",1,36.210562,-92.751243,19,24,1,1,2011,0.00897741471456021
840,7,33,"Ravenden Springs",1,36.313763,-91.22905,5,24,1,1,2011,0.00496759582972417
840,7,34,"Lafe",1,36.240019,-90.517158,5,26,1,1,2011,1.0254832589858e-05
840,7,35,"Dell",1,35.901224,-90.000225,5,26,1,1,2011,0
840,7,36,"Hickory Ridge",1,35.396663,-90.966633,5,26,1,1,2011,0
840,7,37,"Russell",1,35.373736,-91.658032,5,24,1,1,2011,0.00910476880923697
840,7,38,"Marshall",1,35.939336,-92.442323,19,24,1,1,2011,0.0131417669441395
840,7,39,"Havana",1,35.075027,-93.68179,19,25,1,1,2011,0.0183529909557307
840,7,40,"Hatfield",0,34.442965,-94.324251,19,25,1,1,2011,0.0787140365640969
840,7,41,"Sims",1,34.65949,-93.689266,19,25,1,1,2011,0.0126217987410537
840,7,42,"England",1,34.559183,-92.001796,4,26,1,1,2011,4.08379956711725e-05
840,7,43,"Gillett",1,34.13829,-91.573969,5,26,1,1,2011,3.0752514018021e-05
840,7,45,"Lockesburg",1,33.782848,-94.006856,4,25,1,1,2011,0.0380079776538742
840,7,46,"Springhill",1,33.026092,-93.493628,4,25,1,1,2011,0.0206352560039439
840,7,47,"Stephens",1,33.454572,-92.967494,4,25,1,1,2011,0.0457474364737867
840,7,48,"Kelso",1,33.796907,-91.220963,5,26,1,1,2011,1.05093901400902e-05
840,7,49,"Rudy",1,35.615095,-94.344402,19,24,1,1,2011,0.00715177534882702
840,7,102,"EUDORA 2",0,33.168534,-91.332834,5,26,1,1,2011,0.000249864656644318
840,7,103,"PRINCETON",0,33.9394687,-92.5894309,4,25,1,1,2011,0.078705895614925
840,7,109,"ULM",1,34.7008083,-91.7077371,5,26,1,1,2011,0
840,7,111,"NANCE",1,34.7023815,-92.8007333,19,25,1,1,2011,0.0462842467725404
840,7,112,"Poyen 2",1,34.339974,-92.663213,4,25,1,1,2011,0.028624849752927
840,7,114,"DRY FORK",0,34.8282537,-93.2368089,19,25,1,1,2011,0.0606890929471575
840,7,117,"WILSON",1,35.5182227,-90.2867129,5,26,1,1,2011,0
840,7,118,"AUGUSTA 2",1,35.3146835,-91.3577331,5,26,1,1,2011,0
840,7,140,"Hatfield 2",1,34.462149,-94.305307,19,25,1,1,2011,0.0787140365640969
840,7,203,"Princeton 2",1,33.939504,-92.589264,4,25,1,1,2011,0.078705895614925
840,7,214,"Dry Fork 2",1,34.817372,-93.331922,19,25,1,1,2011,NA
840,7,900,"OZARK NF",1,35.6440029,-93.2948547,19,24,1,2,2011,0.00329775539874473
840,7,901,"MAGAZINE MTN",1,35.1599347,-93.4248279,19,25,1,2,2011,0.00871541830681377
840,7,902,"BOSTON MTN.",1,35.6923427,-93.8210314,19,24,1,2,2011,0.000245471693237901
840,7,903,"FOUR LAKES",0,33.690604,-92.614034,4,25,1,2,2011,0.157308679358739
840,7,904,"CROWLEY'S RIDGE",1,34.7364157,-90.684515,5,26,1,2,2011,NA
840,14,1,"HORSE CREEK",1,41.8223332,-123.0047055,93,5,1,1,2011,0.026283724978242
840,14,2,"CARRVILLE",0,41.142525,-122.526786,66,5,1,1,2011,0.0103965635310963
840,14,3,"NUBIEBER",1,41.1014068,-121.2571315,85,9,1,1,2011,0.173813645847206
840,14,4,"CRESCENT CTY",1,41.705965,-124.142766,93,5,1,1,2011,0.00682190189555943
840,14,5,"HONEYDEW",1,40.2431947,-124.1233439,93,5,1,1,2011,0.21543652107067
840,14,6,"HOLMES",1,40.4150917,-123.9615249,93,5,1,1,2011,0.0605258664845484
840,14,7,"RED BLUFF",1,40.346606,-122.307938,92,32,1,1,2011,0.32816145076808
840,14,8,"LASSEN PARK",0,40.4941127,-121.4255289,66,15,1,1,2011,0.0189929463495069
840,14,9,"EAGLE LAKE",1,40.5758997,-120.6982799,85,15,1,1,2011,0.0154054916985951
840,14,10,"CALPELLA",0,39.2648927,-123.2246019,93,32,1,1,2011,0.0911105514983631
840,14,11,"HULLVILLE",1,39.511995,-122.938696,92,5,1,1,2011,0.0660367629998195
840,14,12,"PENNINGTON",1,39.2754327,-121.7340849,91,32,1,1,2011,0.129833499141805
840,14,13,"WESTVILLE",1,39.122095,-120.759797,66,15,1,1,2011,0.142365617001012
840,14,14,"FISH ROCK",1,38.8035918,-123.5854569,93,5,1,1,2011,0.0246532107661918
840,14,15,"RUMSEY",0,38.9787297,-122.2402499,92,32,1,1,2011,0.115344480924385
840,14,16,"RIOVISTA",1,38.122965,-121.813107,91,32,1,1,2011,0.814972108836053
840,14,17,"COTTAGE SPGS",0,38.3563447,-120.2121659,66,15,1,1,2011,0.0120039117492182
840,14,18,"DARDANELLE",1,38.340395,-119.831917,66,15,1,1,2011,0.00149411501636412
840,14,19,"COLMA",0,37.685035,-122.471607,92,32,1,1,2011,0.036866954174419
