"pt_id","name_clean","line_id","dist_start","dist_end","dist_closer_endpoint","CountryNum","StateNum","Route","RouteName","Active","Stratum","BCR","RouteTypeID","RouteTypeDetailID","name_clean.pt","rteno","RTENAME","SUM_ARC_LE","MIN_rte_le","MAX_rte_le","MIN_date_a","MAX_date_a","name_clean.line"
1180,"tincup",727,1086.49384391152,47356.9581693206,1086.49384391152,840,"17","217","TINCUP",1,62,16,1,1,"tincup",17217,"TINCUP",45742.5,45742.5,45742.5,1998,1998,"tincup"
1213,"sheridan lak",760,2096.02472565908,44973.0609380697,2096.02472565908,840,"17","321","SHERIDAN LAK",1,36,18,1,1,"sheridan lak",17321,"SHERIDAN LAK",39945.3,39945.3,39945.3,1998,1998,"sheridan lak"
1223,"stillwater pass",770,2883.36575777904,28716.9603991501,2883.36575777904,840,"17","353","STILLWATER PASS",0,62,16,1,1,"stillwater pass",17353,"STILLWATER PASS",35212.656,35195.14,35195.14,2011,2011,"stillwater pass"
1252,"mount evans",795,33256.2788065017,2926.97784744542,2926.97784744542,840,"17","902","MOUNT EVANS",1,62,16,1,2,"mount evans",17902,"MOUNT EVANS",49052,49052,49052,1998,1998,"mount evans"
1318,"sunniland gr",855,4190.45304654064,1160.30240858464,1160.30240858464,840,"25","026","SUNNILAND GR",0,2,31,1,1,"sunniland gr",25026,"SUNNILAND GR",37187.3,37187.3,37187.3,1998,1998,"sunniland gr"
1334,"defuniak spr",871,40466.6449332375,5468.7935025275,5468.7935025275,840,"25","053","DEFUNIAK SPR",1,3,27,1,1,"defuniak spr",25053,"DEFUNIAK SPR",42753.7,42753.7,42753.7,1998,1998,"defuniak spr"
1345,"deanville",882,40581.2592694872,1837.64866920096,1837.64866920096,840,"25","064","DEANVILLE",1,2,31,1,1,"deanville",25064,"DEANVILLE",40443.8,40443.8,40443.8,1998,1998,"deanville"
1355,"st lucie",892,3046.39222512201,35532.0956471645,3046.39222512201,840,"25","074","ST LUCIE",1,2,31,1,1,"st lucie",25074,"ST LUCIE",44604.5,44604.5,44604.5,1998,1998,"st lucie"
1362,"devils gardn",899,34707.4285061458,6817.37500129056,6817.37500129056,840,"25","081","DEVILS GARDN",1,2,31,1,1,"devils gardn",25081,"DEVILS GARDN",41755.2,41755.2,41755.2,1998,1998,"devils gardn"
1365,"cross city",902,38345.1593807193,4121.47320504823,4121.47320504823,840,"25","084","CROSS CITY",1,3,27,1,1,"cross city",25084,"CROSS CITY",43998.2,43998.2,43998.2,1998,1998,"cross city"
1374,"bristol",908,1095.67168838833,32237.1030222199,1095.67168838833,840,"25","108","BRISTOL",1,3,27,1,1,"bristol",25108,"BRISTOL",38389.8,38389.8,38389.8,1998,1998,"bristol"
1382,"punta gorda",912,39386.7946653574,1725.70363034769,1725.70363034769,840,"25","132","PUNTA GORDA",0,2,31,1,1,"punta gorda",25132,"PUNTA GORDA",38760.5,38760.5,38760.5,1998,1998,"punta gorda"
1392,"vero beach",921,1453.41501911692,48173.8912124374,1453.41501911692,840,"25","175","VERO BEACH",1,2,31,1,1,"vero beach",25175,"VERO BEACH",44156.3,44156.3,44156.3,1998,1998,"vero beach"
1397,"seminole hills 2",907,55495.2398815117,21652.5373480102,21652.5373480102,840,"25","207","SEMINOLE HILLS 2",1,3,27,1,1,"seminole hills 2",25107,"SEMINOLE HILLS 2",46595.457,46595.46,46595.46,2001,2001,"seminole hills 2"
1404,"croom",931,2286.40635306594,12841.4356755137,2286.40635306594,840,"25","905","CROOM",1,2,31,1,2,"croom",25905,"CROOM",47437.5,47437.5,47437.5,1998,1998,"croom"
1413,"merritt isl",939,5214.82254627753,5662.21398525316,5214.82254627753,840,"25","915","MERRITT ISL",0,2,31,1,2,"merritt isl",25915,"MERRITT ISL",44239.6,44239.6,44239.6,1998,1998,"merritt isl"
1419,"st vincent i",945,1581.86707414718,9985.74499054188,1581.86707414718,840,"25","921","ST VINCENT I",1,3,27,1,2,"st vincent i",25921,"ST VINCENT I",36162.6,36162.6,36162.6,1998,1998,"st vincent i"
1440,"nashville",964,2402.80341831075,42137.0048964341,2402.80341831075,840,"27","018","NASHVILLE",1,4,27,1,1,"nashville",27018,"NASHVILLE",37322,37322,37322,1998,1998,"nashville"
1456,"jacksonboro",980,18355.2442018788,1698.40895159999,1698.40895159999,840,"27","034","JACKSONBORO",1,4,27,1,1,"jacksonboro",27034,"JACKSONBORO",38604.9,38604.9,38604.9,1998,1998,"jacksonboro"
1491,"tarver",1014,27616.8389028717,45014.7606958767,27616.8389028717,840,"27","158","TARVER",1,3,27,1,1,"tarver",27158,"TARVER",24646.3,24646.3,24646.3,1998,1998,"tarver"
1495,"council",1016,6008.09145526677,42393.4646382391,6008.09145526677,840,"27","302","COUNCIL",1,3,27,1,1,"council",27302,"COUNCIL",43900.623,43900.61,43900.61,2011,2011,"council"
1517,"sharon",1038,3233.77047315983,38676.9082221126,3233.77047315983,840,"27","324","SHARON",0,11,29,1,1,"sharon",27324,"SHARON",42648.691,42648.68,42648.68,2011,2011,"sharon"
1534,"naples",1053,1819.21667155559,51337.4939805078,1819.21667155559,840,"33","001","NAPLES",1,64,10,1,1,"naples",33001,"NAPLES",37243.4,37243.4,37243.4,1998,1998,"naples"
1535,"mivoden",1054,2041.54105975855,22048.5633369761,2041.54105975855,840,"33","002","MIVODEN",1,64,10,1,1,"mivoden",33002,"MIVODEN",35533.7,35533.7,35533.7,1998,1998,"mivoden"
1539,"lolo pass",1058,2705.12001747698,27088.715445435,2705.12001747698,840,"33","006","LOLO PASS",1,64,10,1,1,"lolo pass",33006,"LOLO PASS",34483.8,34483.8,34483.8,1998,1998,"lolo pass"
1543,"baker",1061,1725.9740651024,39409.0776125801,1725.9740651024,840,"33","010","BAKER",1,65,9,1,1,"baker",33010,"BAKER",38965.5,38965.5,38965.5,1998,1998,"baker"
1545,"cape horn",1063,1164.48306631595,32918.5123236016,1164.48306631595,840,"33","012","CAPE HORN",1,64,10,1,1,"cape horn",33012,"CAPE HORN",37596,37596,37596,1998,1998,"cape horn"
1548,"dubois",1066,5643.74458823936,50726.1497721477,5643.74458823936,840,"33","015","DUBOIS",1,89,9,1,1,"dubois",33015,"DUBOIS",38807.4,38807.4,38807.4,1998,1998,"dubois"
1549,"squirrel",1067,2283.30277462771,9781.67589177613,2283.30277462771,840,"33","016","SQUIRREL",1,65,9,1,1,"squirrel",33016,"SQUIRREL",36744,36744,36744,1998,1998,"squirrel"
1554,"springfield",1072,4450.82718128001,40147.0627646816,4450.82718128001,840,"33","021","SPRINGFIELD",1,89,9,1,1,"springfield",33021,"SPRINGFIELD",45088.7,45088.7,45088.7,1998,1998,"springfield"
1569,"blackft res",1085,1293.57530526614,49784.6378428642,1293.57530526614,840,"33","128","BLACKFT RES",1,89,9,1,1,"blackft res",33128,"BLACKFT RES",39664.2,39664.2,39664.2,1998,1998,"blackft res"
1585,"bates",1101,1112.5611056184,38493.5690344736,1112.5611056184,840,"33","222","BATES",1,65,9,1,1,"bates",33222,"BATES",41515.4,41515.4,41515.4,1998,1998,"bates"
1590,"daniels res",1106,6854.17062357854,44253.9357143426,6854.17062357854,840,"33","227","DANIELS RES",1,88,9,1,1,"daniels res",33227,"DANIELS RES",40523.1,40523.1,40523.1,1998,1998,"daniels res"
1593,"twin buttes",1108,4456.30077648696,50218.4023316563,4456.30077648696,840,"33","901","TWIN BUTTES",1,89,9,1,2,"twin buttes",33901,"TWIN BUTTES",41902.4,41902.4,41902.4,1998,1998,"twin buttes"
1597,"tractor flat",1112,4211.93041677832,42462.0610059703,4211.93041677832,840,"33","905","TRACTOR FLAT",1,89,9,1,2,"tractor flat",33905,"TRACTOR FLAT",34979.1,34979.1,34979.1,1998,1998,"tractor flat"
1641,"rosamond",1156,1023.83508450651,49222.6414005472,1023.83508450651,840,"34","042","ROSAMOND",1,31,22,1,1,"rosamond",34042,"ROSAMOND",40133.44,40133.43,40133.43,2011,2011,"rosamond"
1658,"pulaski",1173,2216.02604203473,20556.6594826109,2216.02604203473,840,"34","059","PULASKI",1,14,24,1,1,"pulaski",34059,"PULASKI",38304.1,38304.1,38304.1,1998,1998,"pulaski"
1663,"robinson",1178,2173.14665277471,37308.6456526924,2173.14665277471,840,"34","064","ROBINSON",1,31,22,1,1,"robinson",34064,"ROBINSON",40997.629,40997.62,40997.62,2011,2011,"robinson"
1670,"duncan mills",1185,3740.09746568666,39229.3586952355,3740.09746568666,840,"34","071","DUNCAN MILLS",1,31,22,1,1,"duncan mills",34071,"DUNCAN MILLS",39256.377,39256.37,39256.37,2011,2011,"duncan mills"
1696,"harristown",1210,3005.5353153129,20139.8983729518,3005.5353153129,840,"34","313","HARRISTOWN",1,31,22,1,1,"harristown",34313,"HARRISTOWN",44666.238,44666.24,44666.24,2001,2001,"harristown"
1700,"kell",1214,1053.75640172778,8262.68266577013,1053.75640172778,840,"34","317","KELL",1,31,22,1,1,"kell",34317,"KELL",45745.922,45745.92,45745.92,2001,2001,"kell"
1797,"scranton",1309,43033.054969248,1097.41913310084,1097.41913310084,840,"36","024","SCRANTON",1,40,11,1,1,"scranton",36024,"SCRANTON",38695.7,38695.7,38695.7,1998,1998,"scranton"
1866,"lincolnville",1375,47718.1131305887,37693.2756599324,37693.2756599324,840,"38","311","Lincolnville",1,35,22,1,1,"lincolnville",38311,"Lincolnville",53485.224,53485.23,53485.23,2001,2001,"lincolnville"
1869,"ash valley",1378,22822.1590947342,45167.4308021749,22822.1590947342,840,"38","314","Ash Valley",1,34,19,1,1,"ash valley",38314,"Ash Valley",43771.664,43771.66,43771.66,2001,2001,"ash valley"
1907,"demunbruns",1416,28368.8298472641,1041.6384113541,1041.6384113541,840,"39","028","DEMUNBRUNS",0,14,24,1,1,"demunbruns",39028,"DEMUNBRUNS",39761,39761,39761,1998,1998,"demunbruns"
1967,"fishville",1471,25258.3074630843,4880.49107924986,4880.49107924986,840,"42","020","FISHVILLE",0,4,25,1,1,"fishville",42020,"FISHVILLE",40304.2,40304.2,40304.2,1998,1998,"fishville"
1970,"mer rouge",1474,30564.3003033969,2861.98252373923,2861.98252373923,840,"42","023","MER ROUGE",0,5,25,1,1,"mer rouge",42023,"MER ROUGE",42206.9,42206.9,42206.9,1998,1998,"mer rouge"
2049,"tensas nwr",1549,1397.80803366299,18219.6754322901,1397.80803366299,840,"42","904","TENSAS NWR",1,5,26,1,2,"tensas nwr",42904,"TENSAS NWR",42534.9,42534.9,42534.9,1998,1998,"tensas nwr"
2106,"castine",1576,1760.00277952553,54247.0685815257,1760.00277952553,840,"44","025","CASTINE",1,27,14,1,1,"castine",44025,"CASTINE",40667.2,40667.2,40667.2,1998,1998,"castine"
2262,"williamsport",1638,3217.21918746079,26300.5937962702,3217.21918746079,840,"46","006","WILLIAMSPORT",1,13,28,1,1,"williamsport",46006,"WILLIAMSPORT",38806.9,38806.9,38806.9,1998,1998,"williamsport"
2336,"marion",1706,5144.02445542209,1599.72963344921,1599.72963344921,840,"47","003","MARION",1,12,30,1,1,"marion",47003,"MARION",42379.5,42379.5,42379.5,1998,1998,"marion"
2355,"sheffield",1725,32714.544300065,1451.90165022765,1451.90165022765,840,"47","022","SHEFFIELD",1,27,14,1,1,"sheffield",47022,"SHEFFIELD",38891.3,38891.3,38891.3,1998,1998,"sheffield"
2359,"holden",1727,43772.608734574,1830.44541165986,1830.44541165986,840,"47","112","HOLDEN",1,12,30,1,1,"holden",47112,"HOLDEN",39177,39177,39177,1998,1998,"holden"
2368,"marenisco",1735,3179.90561692849,31164.1750953009,3179.90561692849,840,"49","003","MARENISCO",1,28,12,1,1,"marenisco",49003,"MARENISCO",41986.3,41986.3,41986.3,1998,1998,"marenisco"
2422,"adrian",1789,1877.32434716747,44866.4029399537,1877.32434716747,840,"49","057","ADRIAN",1,16,23,1,1,"adrian",49057,"ADRIAN",39400.255,39202.19,39202.19,2011,2011,"adrian"
2499,"pine river",1862,4941.04444951491,48241.0182305267,4941.04444951491,840,"50","026","PINE RIVER",1,20,12,1,1,"pine river",50026,"PINE RIVER",41987.6,41987.6,41987.6,1998,1998,"pine river"
2520,"lude",1883,1215.18002251766,56812.2890866816,1215.18002251766,840,"50","047","LUDE",1,28,12,1,1,"lude",50047,"LUDE",39284.7,39284.7,39284.7,1998,1998,"lude"
2521,"waskish",1884,3691.47403927975,47513.2277030638,3691.47403927975,840,"50","048","WASKISH",1,28,12,1,1,"waskish",50048,"WASKISH",37971.7,37971.7,37971.7,1998,1998,"waskish"
2582,"lake",1942,40864.1384232229,1184.34649803921,1184.34649803921,840,"51","016","LAKE",1,4,27,1,1,"lake",51016,"LAKE",39861.1,39861.1,39861.1,1998,1998,"lake"
2621,"latimer",1978,27283.5502946888,2370.76556679208,2370.76556679208,840,"51","229","LATIMER",0,3,27,1,1,"latimer",51229,"LATIMER",36130.6,36130.6,36130.6,1998,1998,"latimer"
2625,"okatibbee l",1981,9005.90669952863,9525.37990711504,9005.90669952863,840,"51","902","OKATIBBEE L.",0,4,27,1,2,"okatibbee l",51902,"OKATIBBEE L.",44045.9,44045.9,44045.9,1998,1998,"okatibbee l"
2701,"kingsville",2043,1019.46471035221,44668.1021060903,1019.46471035221,840,"52","124","KINGSVILLE",1,33,22,1,1,"kingsville",52124,"KINGSVILLE",42091.5,42091.5,42091.5,1998,1998,"kingsville"
2743,"sunburst",2057,44974.3659750262,2349.53318553081,2349.53318553081,840,"53","005","SUNBURST",0,38,11,1,1,"sunburst",53005,"SUNBURST",40178.5,40178.5,40178.5,1998,1998,"sunburst"
2744,"virgelle",2058,1107.09004193868,39223.9104165211,1107.09004193868,840,"53","006","VIRGELLE",1,38,11,1,1,"virgelle",53006,"VIRGELLE",37397.6,37397.6,37397.6,1998,1998,"virgelle"
2760,"jordan",2074,46275.0067085638,1620.17550452623,1620.17550452623,840,"53","022","JORDAN",1,39,17,1,1,"jordan",53022,"JORDAN",37919.8,37919.8,37919.8,1998,1998,"jordan"
2784,"beaverhead",2098,4405.14245238758,39085.449635872,4405.14245238758,840,"53","046","BEAVERHEAD",1,65,10,1,1,"beaverhead",53046,"BEAVERHEAD",39169.1,39169.1,39169.1,1998,1998,"beaverhead"
2856,"pryor mtn",2122,47675.528062602,12358.5186026776,12358.5186026776,840,"53","907","PRYOR MTN.",1,64,10,1,2,"pryor mtn",53907,"PRYOR MTN.",45224.7,45224.7,45224.7,1998,1998,"pryor mtn"
2888,"piester lake",2153,1044.42752797728,50392.0011535387,1044.42752797728,840,"54","029","PIESTER LAKE",1,36,19,1,1,"piester lake",54029,"PIESTER LAKE",38301.4,38301.4,38301.4,1998,1998,"piester lake"
2939,"calico spr",2178,19208.120291505,50809.4860176921,19208.120291505,840,"55","003","CALICO SPR",0,88,9,1,1,"calico spr",55003,"CALICO SPR",41941.344,41941.34,41941.34,2001,2001,"calico spr"
2944,"rye patch",2183,34209.3342872288,40514.9026514031,34209.3342872288,840,"55","008","RYE PATCH",0,80,9,1,1,"rye patch",55008,"RYE PATCH",39681.832,39681.83,39681.83,2001,2001,"rye patch"
2953,"illipah",2192,42624.144597966,8954.59006820104,8954.59006820104,840,"55","017","ILLIPAH",1,88,9,1,1,"illipah",55017,"ILLIPAH",40826,40826,40826,1998,1998,"illipah"
2955,"gardnerville",2194,4752.50069938468,29651.5391506086,4752.50069938468,840,"55","019","GARDNERVILLE",0,88,9,1,1,"gardnerville",55019,"GARDNERVILLE",36467,36467,36467,1998,1998,"gardnerville"
2960,"minerva",2199,3125.24669869788,32980.7535715976,3125.24669869788,840,"55","024","MINERVA",1,88,9,1,1,"minerva",55024,"MINERVA",43674.1,43674.1,43674.1,1998,1998,"minerva"
2971,"nixon",2210,3108.69359694382,42809.3932514065,3108.69359694382,840,"55","045","NIXON",1,88,9,1,1,"nixon",55045,"NIXON",42384.8,42384.8,42384.8,1998,1998,"nixon"
2981,"desert nwr",2217,38091.8494913288,5095.00792748671,5095.00792748671,840,"55","130","DESERT NWR",1,80,9,1,1,"desert nwr",55130,"DESERT NWR",34743.4,34743.4,34743.4,1998,1998,"desert nwr"
2989,"sheldon nwr",2221,8399.7376876891,42227.7787345263,8399.7376876891,840,"55","903","SHELDON NWR",0,89,9,1,2,"sheldon nwr",55903,"SHELDON NWR",43631.4,43631.4,43631.4,1998,1998,"sheldon nwr"
2993,"virgin creek",2225,3792.60987099655,37433.4944169877,3792.60987099655,840,"55","907","VIRGIN CREEK",0,89,9,1,2,"virgin creek",55907,"VIRGIN CREEK",35864.6,35864.6,35864.6,1998,1998,"virgin creek"
3105,"epsom",2232,34242.7670198752,1183.79093114261,1183.79093114261,840,"58","006","EPSOM",1,27,30,1,1,"epsom",58006,"EPSOM",44191.9,44191.9,44191.9,1998,1998,"epsom"
3172,"nageesi",2295,1320.36123742851,21423.6046034855,1320.36123742851,840,"60","002","NAGEESI",1,87,16,1,1,"nageesi",60002,"NAGEESI",40570.9,40570.9,40570.9,1998,1998,"nageesi"
3182,"tucumcari",2304,20787.5388323517,32402.0399176384,20787.5388323517,840,"60","012","TUCUMCARI",0,55,18,1,1,"tucumcari",60012,"TUCUMCARI",32654.026,32654.02,32654.02,2001,2001,"tucumcari"
3184,"correo",2306,37187.1965135684,20462.5657529134,20462.5657529134,840,"60","014","CORREO",0,87,16,1,1,"correo",60014,"CORREO",39150.613,39150.61,39150.61,2001,2001,"correo"
3208,"mcgaffey",2330,2368.19622734486,49324.2485027073,2368.19622734486,840,"60","057","MCGAFFEY",1,87,16,1,1,"mcgaffey",60057,"MCGAFFEY",46975.8,46975.8,46975.8,1998,1998,"mcgaffey"
3266,"rhinebeck",2383,1254.71376385913,37323.1108437257,1254.71376385913,840,"61","008","RHINEBECK",1,13,13,1,1,"rhinebeck",61008,"RHINEBECK",40793.3,40793.3,40793.3,1998,1998,"rhinebeck"
3270,"rifton",2387,2442.59344663003,41212.4597306041,2442.59344663003,840,"61","012","RIFTON",0,13,28,1,1,"rifton",61012,"RIFTON",36721.773,36721.77,36721.77,2001,2001,"rifton"
3282,"meridale",2399,1713.99007524362,43521.544896438,1713.99007524362,840,"61","024","MERIDALE",1,24,28,1,1,"meridale",61024,"MERIDALE",46745.5,46745.5,46745.5,1998,1998,"meridale"
3296,"lisle",2413,38572.6298219812,2465.74009272135,2465.74009272135,840,"61","038","LISLE",0,24,28,1,1,"lisle",61038,"LISLE",36384.3,36384.3,36384.3,1998,1998,"lisle"
3366,"ellenburg",2483,6289.13408390483,41475.652891076,6289.13408390483,840,"61","108","ELLENBURG",1,18,13,1,1,"ellenburg",61108,"ELLENBURG",38665.3,38665.3,38665.3,1998,1998,"ellenburg"
3426,"linville",2531,1564.67553213951,32796.3854397579,1564.67553213951,840,"63","031","LINVILLE",1,23,28,1,1,"linville",63031,"LINVILLE",37050.5,37050.5,37050.5,1998,1998,"linville"
3474,"gupton",2577,11810.634491814,9434.01986122016,9434.01986122016,840,"63","304","GUPTON",1,11,29,1,1,"gupton",63304,"GUPTON",58685.59,58685.59,58685.59,2001,2001,"gupton"
3511,"sydney",2614,21222.2013383888,21221.8781335168,21221.8781335168,840,"64","003","SYDNEY",0,37,11,1,1,"sydney",64003,"SYDNEY",40311.678,40311.68,40311.68,2001,2001,"sydney"
3533,"tobacco",2636,1342.30968962625,23193.9789122051,1342.30968962625,840,"64","025","TOBACCO",1,39,17,1,1,"tobacco",64025,"TOBACCO",37841.7,37841.7,37841.7,1998,1998,"tobacco"
