"pt_id","line_id","match_step","RouteName","RTENAME"
1307,844,"step1_similar_name_1km","FT GADSDEN","FT GADSDEN"
1308,845,"step1_similar_name_1km","DALE MABRY","DALE MABRY"
1309,846,"step1_similar_name_1km","MYAKKA HEAD","MYAKKA HEAD"
1310,847,"step1_similar_name_1km","ST AUGUSTINE","ST AUGUSTINE"
1311,848,"step1_similar_name_1km","HILLIARD","HILLIARD"
1312,849,"step1_similar_name_1km","SAN ANTONIO","SAN ANTONIO"
1313,850,"step1_similar_name_1km","BELMORE","BELMORE"
1314,851,"step1_similar_name_1km","POLK CITY","POLK CITY"
1315,852,"step1_similar_name_1km","MABEL","MABEL"
1316,853,"step1_similar_name_1km","CHILDS","CHILDS"
1317,854,"step1_similar_name_1km","SCOTTSMOOR","SCOTTSMOOR"
1319,856,"step1_similar_name_1km","FT LONESOME","FT LONESOME"
1320,857,"step1_similar_name_1km","PINECREST","PINECREST"
1321,858,"step1_similar_name_1km","ALTURAS","ALTURAS"
1322,859,"step1_similar_name_1km","KENANSVILLE","KENANSVILLE"
1323,860,"step1_similar_name_1km","INDIANTOWN","INDIANTOWN"
1324,861,"step1_similar_name_1km","SALVISTA","SALVISTA"
1325,862,"step1_similar_name_1km","BROWARD","BROWARD"
1326,863,"step1_similar_name_1km","TAMIAMI","TAMIAMI"
1327,864,"step1_similar_name_1km","PLANTATION K","PLANTATION K"
1328,865,"step1_similar_name_1km","SANDERSON","SANDERSON"
1329,866,"step1_similar_name_1km","DOCTOR INLET","DOCTOR INLET"
1330,867,"step1_similar_name_1km","BOCA RATON","BOCA RATON"
1331,868,"step1_similar_name_1km","ANDYTOWN","ANDYTOWN"
1332,869,"step1_similar_name_1km","SANTA ROSA","SANTA ROSA"
1333,870,"step1_similar_name_1km","BLACKWATER","BLACKWATER"
1335,872,"step1_similar_name_1km","BETTS","BETTS"
1336,873,"step1_similar_name_1km","MILLER XRDS","MILLER XRDS"
1337,874,"step1_similar_name_1km","HIXTOWN SWMP","HIXTOWN SWMP"
1338,875,"step1_similar_name_1km","BLOXHAM","BLOXHAM"
1339,876,"step1_similar_name_1km","DOWLING PARK","DOWLING PARK"
1340,877,"step1_similar_name_1km","HILDRETH","HILDRETH"
1341,878,"step1_similar_name_1km","CALLAHAN","CALLAHAN"
1342,879,"step1_similar_name_1km","PINETTA","PINETTA"
1343,880,"step1_similar_name_1km","ALLIGATOR PT","ALLIGATOR PT"
1344,881,"step1_similar_name_1km","FT MCCOY","FT MCCOY"
1346,883,"step1_similar_name_1km","FLEMINGTON","FLEMINGTON"
1347,884,"step1_similar_name_1km","NOBLETON","NOBLETON"
1348,885,"step1_similar_name_1km","PENNYWASH CR","PENNYWASH CR"
1349,886,"step1_similar_name_1km","WINTER GARDN","WINTER GARDN"
1350,887,"step1_similar_name_1km","KISSIMMEE","KISSIMMEE"
1351,888,"step1_similar_name_1km","PLEASANT GR","PLEASANT GR"
1352,889,"step1_similar_name_1km","SANDY","SANDY"
1353,890,"step1_similar_name_1km","GARDNER","GARDNER"
1354,891,"step1_similar_name_1km","ARBUCKLE","ARBUCKLE"
1356,893,"step1_similar_name_1km","SEBASTIAN","SEBASTIAN"
1357,894,"step1_similar_name_1km","SHAWANO","SHAWANO"
1358,895,"step1_similar_name_1km","DAVIE","DAVIE"
1359,896,"step1_similar_name_1km","KENDALL","KENDALL"
1360,897,"step1_similar_name_1km","HOMESTEAD","HOMESTEAD"
1361,898,"step1_similar_name_1km","KEY LARGO","KEY LARGO"
1363,900,"step1_similar_name_1km","PALMDALE","PALMDALE"
1364,901,"step1_similar_name_1km","KEY WEST","KEY WEST"
1366,903,"step1_similar_name_1km","ARIPEKA","ARIPEKA"
1367,904,"step1_similar_name_1km","ALVA","ALVA"
1368,905,"step1_similar_name_1km","WEAVER STN","WEAVER STN"
1371,830,"step1_similar_name_1km","Oak Grove 2","OAK GROVE"
1372,906,"step1_similar_name_1km","NIXON","NIXON"
1375,838,"step1_similar_name_1km","PORT ST JOE 2","PORT ST JOE"
1376,909,"step1_similar_name_1km","ISLAND GROVE","ISLAND GROVE"
1377,910,"step1_similar_name_1km","CITRUS PARK","CITRUS PARK"
1378,846,"step1_similar_name_1km","Myakka Head 2","MYAKKA HEAD"
1379,852,"step1_similar_name_1km","Mabel 2","MABEL"
1380,911,"step1_similar_name_1km","LAKE BUFFUM","LAKE BUFFUM"
1383,913,"step1_similar_name_1km","FLAMINGO","FLAMINGO"
1384,914,"step1_similar_name_1km","GLEN ST. MARY","GLEN ST. MARY"
1385,915,"step1_similar_name_1km","Doctors Inlet 2","DOCTORS INLET 2"
1386,916,"step1_similar_name_1km","Laurel Hill","LAUREL HILL"
1387,917,"step1_similar_name_1km","Hildreth 2","HILDRETH 2"
1388,918,"step1_similar_name_1km","MT. OLIVE","MT. OLIVE"
1389,919,"step1_similar_name_1km","Pleasant Grove 2","PLEASANT GROVE 2"
1390,889,"step1_similar_name_1km","SANDY 2","SANDY"
1391,920,"step1_similar_name_1km","CREWSVILLE","CREWSVILLE"
1393,922,"step1_similar_name_1km","SHAWANO 2","SHAWANO 2"
1394,923,"step1_similar_name_1km","REDLANDS","REDLANDS"
1395,924,"step1_similar_name_1km","CARD SOUND","CARD SOUND"
1396,926,"step1_similar_name_1km","SUGARLOAF KEY","SUGARLOAF KEY 2"
1398,865,"step1_similar_name_1km","Sanderson 2","SANDERSON"
1399,926,"step1_similar_name_1km","SUGARLOAF KEY 2","SUGARLOAF KEY 2"
1400,927,"step1_similar_name_1km","APALACHICOLA","APALACHICOLA"
1401,928,"step1_similar_name_1km","OSCEOLA","OSCEOLA"
1402,929,"step1_similar_name_1km","OCALA","OCALA"
1403,930,"step1_similar_name_1km","LOVEDALE","LOVEDALE"
1405,932,"step1_similar_name_1km","GREEN SWAMP","GREEN SWAMP"
1406,933,"step1_similar_name_1km","PINELANDS","PINELANDS"
1407,934,"step1_similar_name_1km","Citrus","CITRUS"
1408,935,"step1_similar_name_1km","Goethe","GOETHE"
1409,936,"step1_similar_name_1km","WEBB","WEBB"
1410,937,"step1_similar_name_1km","CORBETT","CORBETT"
1411,938,"step1_similar_name_1km","HOLEY LAND","HOLEY LAND"
1414,940,"step1_similar_name_1km","RIDGE HARBOR","RIDGE HARBOR"
1415,941,"step1_similar_name_1km","OLUSTEE","OLUSTEE"
1416,942,"step1_similar_name_1km","WILDERNES PK","WILDERNES PK"
1417,943,"step1_similar_name_1km","DUPUIS W.E.A","DUPUIS W.E.A"
1418,944,"step1_similar_name_1km","EGLIN A.F.B.","EGLIN A.F.B."
1420,946,"step1_similar_name_1km","CHASSAHOWITZ","CHASSAHOWITZ"
1422,939,"step1_similar_name_1km","MERRITT ISLAND 2","MERRITT ISL"
1423,947,"step1_similar_name_1km","HARRIETTS BL","HARRIETTS BL"
1424,948,"step1_similar_name_1km","OKEFENOKEE","OKEFENOKEE"
1425,949,"step1_similar_name_1km","DARIEN","DARIEN"
1426,950,"step1_similar_name_1km","STOCKTON","STOCKTON"
1427,951,"step1_similar_name_1km","BAXLEY","BAXLEY"
1428,952,"step1_similar_name_1km","FOWLSTOWN","FOWLSTOWN"
1429,953,"step1_similar_name_1km","FITZGERALD","FITZGERALD"
1430,954,"step1_similar_name_1km","EVERETT CITY","EVERETT CITY"
1431,955,"step1_similar_name_1km","COURTHOUSE","COURTHOUSE"
1432,956,"step1_similar_name_1km","CUTHBERT","CUTHBERT"
1433,957,"step1_similar_name_1km","GUYTON","GUYTON"
1434,958,"step1_similar_name_1km","LYONS","LYONS"
1435,959,"step1_similar_name_1km","WRIGHTSVILLE","WRIGHTSVILLE"
1436,960,"step1_similar_name_1km","HAWKINSVILLE","HAWKINSVILLE"
1437,961,"step1_similar_name_1km","FORSYTH","FORSYTH"
1438,962,"step1_similar_name_1km","CREST","CREST"
1439,963,"step1_similar_name_1km","WAYCROSS","WAYCROSS"
1441,965,"step1_similar_name_1km","LINCOLNTON","LINCOLNTON"
1442,966,"step1_similar_name_1km","MAXEYS","MAXEYS"
1443,967,"step1_similar_name_1km","NEWTON","NEWTON"
1444,968,"step1_similar_name_1km","HOLLONVILLE","HOLLONVILLE"
1445,969,"step1_similar_name_1km","FAIRPLAY","FAIRPLAY"
1446,970,"step1_similar_name_1km","ATHENS","ATHENS"
1447,971,"step1_similar_name_1km","COTTON","COTTON"
1448,972,"step1_similar_name_1km","OAKMAN","OAKMAN"
1449,973,"step1_similar_name_1km","CARTERSVILLE","CARTERSVILLE"
1450,974,"step1_similar_name_1km","HENDERSON","HENDERSON"
1451,975,"step1_similar_name_1km","DOLES","DOLES"
1452,976,"step1_similar_name_1km","BALDWIN","BALDWIN"
1453,977,"step1_similar_name_1km","SILOAM","SILOAM"
1454,978,"step1_similar_name_1km","GROVETOWN","GROVETOWN"
1455,979,"step1_similar_name_1km","LACROSS","LACROSS"
1457,981,"step1_similar_name_1km","MACON","MACON"
1458,982,"step1_similar_name_1km","BOWDON","BOWDON"
1459,983,"step1_similar_name_1km","LINWOOD","LINWOOD"
1460,984,"step1_similar_name_1km","TAZEWELL","TAZEWELL"
1461,985,"step1_similar_name_1km","SHANNON","SHANNON"
1462,986,"step1_similar_name_1km","BAXTER","BAXTER"
1463,987,"step1_similar_name_1km","MOUNTAIN CTY","MOUNTAIN CTY"
1464,988,"step1_similar_name_1km","HOLLY SPRS","HOLLY SPRS"
1465,989,"step1_similar_name_1km","HIRAM","HIRAM"
1466,990,"step1_similar_name_1km","STOCKBRIDGE","STOCKBRIDGE"
1467,991,"step1_similar_name_1km","RUTLEDGE","RUTLEDGE"
1468,992,"step1_similar_name_1km","JULIETTE","JULIETTE"
1469,993,"step1_similar_name_1km","WASHINGTON","WASHINGTON"
1470,994,"step1_similar_name_1km","DEEPSTEP","DEEPSTEP"
1471,995,"step1_similar_name_1km","FINLEYSON","FINLEYSON"
1472,996,"step1_similar_name_1km","RENTZ","RENTZ"
1473,997,"step1_similar_name_1km","WADLEY","WADLEY"
1474,998,"step1_similar_name_1km","PITTS","PITTS"
1475,999,"step1_similar_name_1km","WORKMORE","WORKMORE"
1476,1000,"step1_similar_name_1km","DOVER","DOVER"
1477,1001,"step1_similar_name_1km","DOUGLAS","DOUGLAS"
1478,1002,"step1_similar_name_1km","KELLER","KELLER"
1479,1003,"step1_similar_name_1km","BOSTON","BOSTON"
1480,1004,"step1_similar_name_1km","NEEDMORE","NEEDMORE"
1481,1005,"step1_similar_name_1km","FOLKSTON","FOLKS"
1482,1006,"step1_similar_name_1km","PINEORA","PINEORA"
1483,1007,"step1_similar_name_1km","VIDALIA","VIDALIA"
1484,1008,"step1_similar_name_1km","WARE CO","WARE CO"
1485,1009,"step1_similar_name_1km","METASVILLE","METASVILLE"
1486,1010,"step1_similar_name_1km","HOLLONVILLE 2","HOLLONVILLE 2"
1487,1011,"step1_similar_name_1km","WHITESBURG","WHITESBURG"
1489,1012,"step1_similar_name_1km","COFFEE CO","COFFEE CO"
1490,1013,"step1_similar_name_1km","RICEBORO","RICEBORO"
1492,1006,"step1_similar_name_1km","PINEORA 2","PINEORA"
1493,965,"step1_similar_name_1km","LINCOLNTON 2","LINCOLNTON"
1494,1015,"step1_similar_name_1km","WOODBINE","WOODBINE"
1496,1017,"step1_similar_name_1km","HEADLIGHT","HEADLIGHT"
1497,1018,"step1_similar_name_1km","BIG OAK","BIG OAK"
1498,1019,"step1_similar_name_1km","COLONELS ISLAND","COLONELS ISLAND"
1499,1020,"step1_similar_name_1km","GLENMORE","GLENMORE"
1500,1021,"step1_similar_name_1km","THORNTON ROAD","THORNTON ROAD"
1501,1022,"step1_similar_name_1km","UNION","UNION"
1502,1023,"step1_similar_name_1km","MILLEN","MILLEN"
1503,1024,"step1_similar_name_1km","WHITE HILL","WHITE HILL"
1504,1025,"step1_similar_name_1km","OUSLEY","OUSLEY"
1505,1026,"step1_similar_name_1km","SHILOH","SHILOH"
1506,1027,"step1_similar_name_1km","WEBER","WEBER"
1507,1028,"step1_similar_name_1km","OWENSBORO","OWENSBORO"
1508,1029,"step1_similar_name_1km","MINTER TWEED","MINTER TWEED"
1509,1030,"step1_similar_name_1km","BETHANY","BETHANY"
1510,1031,"step1_similar_name_1km","PHILEMA","PHILEMA"
1511,1032,"step1_similar_name_1km","DICKEY","DICKEY"
1512,1033,"step1_similar_name_1km","BARGES","BARGES"
1514,1035,"step1_similar_name_1km","LAKEVIEW","LAKEVIEW"
1515,1036,"step1_similar_name_1km","ROLAND","ROLAND"
1516,1037,"step1_similar_name_1km","CARRS STATION","CARRS STATION"
1518,1039,"step1_similar_name_1km","CURRY HILL","CURRY HILL"
1519,1040,"step1_similar_name_1km","GOOD HOPE","GOOD HOPE"
1520,1041,"step1_similar_name_1km","SUNNY SIDE","SUNNY SIDE"
1521,1042,"step1_similar_name_1km","KITE LAKE","KITE LAKE"
1522,1043,"step1_similar_name_1km","YATES CROSSROADS","YATES CROSSROADS"
1523,1044,"step1_similar_name_1km","STONEY POINT","STONEY POINT"
1524,1045,"step1_similar_name_1km","CANDLER","CANDLER"
1525,1046,"step1_similar_name_1km","ROCK BRANCH","ROCK BRANCH"
1526,1047,"step1_similar_name_1km","HEBRON","HEBRON"
1527,1048,"step1_similar_name_1km","WOODSTOCK","WOODSTOCK"
1528,1049,"step1_similar_name_1km","PLEASANT HILL","PLEASANT HILL"
1529,1050,"step1_similar_name_1km","AMOS MILL","AMOS MILL"
1530,1051,"step1_similar_name_1km","DAVIS CROSSROADS","DAVIS CROSSROADS"
1531,1038,"step1_similar_name_1km","Sharon 2","SHARON"
1532,1044,"step1_similar_name_1km","STONEY POINT 2","STONEY POINT"
1533,1052,"step1_similar_name_1km","PIEDMONT NWR","PIEDMONT NWR"
1536,1055,"step1_similar_name_1km","AVERY","AVERY"
1537,1056,"step1_similar_name_1km","GIFFORD","GIFFORD"
1538,1057,"step1_similar_name_1km","NEZPERCE","NEZPERCE"
1540,1059,"step1_similar_name_1km","GRANGEVILLE","GRANGEVILLE"
1541,1060,"step1_similar_name_1km","GOLDEN","GOLDEN"
1544,1062,"step1_similar_name_1km","CASCADE","CASCADE"
1546,1064,"step1_similar_name_1km","CHALLIS","CHALLIS"
1547,1065,"step1_similar_name_1km","LEADORE","LEADORE"
1550,1068,"step1_similar_name_1km","BLACKS CREEK","BLACKS CREEK"
1551,1069,"step1_similar_name_1km","CENTERVILLE","CENTERVILLE"
1552,1070,"step1_similar_name_1km","ALTURAS","ALTURAS"
1553,1071,"step1_similar_name_1km","CRATERS","CRATERS"
1555,1073,"step1_similar_name_1km","RIRIE","RIRIE"
1556,1074,"step1_similar_name_1km","TRIANGLE","TRIANGLE"
1557,1075,"step1_similar_name_1km","GLENNS FERRY","GLENNS FERRY"
1558,1076,"step1_similar_name_1km","MAGIC MTN","MAGIC MTN"
1559,1077,"step1_similar_name_1km","ACEQUIA","ACEQUIA"
1560,1078,"step1_similar_name_1km","POCATELLO","POCATELLO"
1561,1079,"step1_similar_name_1km","HENRY","HENRY"
1562,1080,"step1_similar_name_1km","COOLIN","COOLIN"
1564,1081,"step1_similar_name_1km","NEZPERCE NF","NEZPERCE NF"
1565,1082,"step1_similar_name_1km","CABARTON","CABARTON"
1567,1083,"step1_similar_name_1km","SAWTOOTH CTY","SAWTOOTH CTY"
1568,1084,"step1_similar_name_1km","PASADENA VAL","PASADENA VAL"
1570,1086,"step1_similar_name_1km","MARBLE CREEK","MARBLE CREEK"
1571,1087,"step1_similar_name_1km","JOEL","JOEL"
1572,1088,"step1_similar_name_1km","PIERCE","PIERCE"
1573,1089,"step1_similar_name_1km","SALMON RIVER","SALMON RIVER"
1574,1090,"step1_similar_name_1km","BURGDORF","BURGDORF"
1575,1091,"step1_similar_name_1km","COBALT","COBALT"
1576,1092,"step1_similar_name_1km","CRANE CREEK","CRANE CREEK"
1577,1093,"step1_similar_name_1km","YELLOW PINE","YELLOW PINE"
1578,1094,"step1_similar_name_1km","SUNBEAM","SUNBEAM"
1579,1095,"step1_similar_name_1km","IRON SPRINGS","IRON SPRINGS"
1580,1096,"step1_similar_name_1km","SILVER CITY","SILVER CITY"
1581,1097,"step1_similar_name_1km","FEATHERVILLE","FEATHERVILLE"
1582,1098,"step1_similar_name_1km","PICABO","PICABO"
1583,1099,"step1_similar_name_1km","CAREY","CAREY"
1584,1100,"step1_similar_name_1km","MUD LAKE","MUD LAKE"
1586,1102,"step1_similar_name_1km","DOUGAL RES","DOUGAL RES"
1587,1103,"step1_similar_name_1km","HOT SPRING","HOT SPRING"
1588,1104,"step1_similar_name_1km","CEDAR HILL","CEDAR HILL"
1589,1105,"step1_similar_name_1km","ALMO","ALMO"
1591,1107,"step1_similar_name_1km","PRESTON","PRESTON"
1592,1083,"step1_similar_name_1km","SAWTOOTH CITY 2","SAWTOOTH CTY"
1594,1109,"step1_similar_name_1km","LOST RIVER","LOST RIVER"
1595,1110,"step1_similar_name_1km","KYLE CANYON","KYLE CANYON"
1596,1111,"step1_similar_name_1km","CIRCULAR BU","CIRCULAR BU"
1598,1113,"step1_similar_name_1km","N FORK CDA R","N FORK CDA R"
1599,1114,"step1_similar_name_1km","ROCHAT DIVDE","ROCHAT DIVDE"
1600,1115,"step1_similar_name_1km","GUILFORD","GUILFORD"
1601,1116,"step1_similar_name_1km","MILL CREEK","MILL CREEK"
1602,1117,"step1_similar_name_1km","HOLCOMB","HOLCOMB"
1603,1118,"step1_similar_name_1km","CHERRY VAL","CHERRY VAL"
1604,1119,"step1_similar_name_1km","BARRINGTON","BARRINGTON"
1605,1120,"step1_similar_name_1km","ITASCA","ITASCA"
1606,1121,"step1_similar_name_1km","ATKINSON","ATKINSON"
1607,1122,"step1_similar_name_1km","GENESEO","GENESEO"
1608,1123,"step1_similar_name_1km","PUTNAM","PUTNAM"
1609,1124,"step1_similar_name_1km","SHEFFIELD","SHEFFIELD"
1610,1125,"step1_similar_name_1km","BUDA","BUDA"
1611,1126,"step1_similar_name_1km","COMPTON","COMPTON"
1612,1127,"step1_similar_name_1km","STREATOR","STREATOR"
1613,1128,"step1_similar_name_1km","WAYNE","WAYNE"
1614,1129,"step1_similar_name_1km","ESSEX","ESSEX"
1615,1130,"step1_similar_name_1km","NEWARK","NEWARK"
1616,1131,"step1_similar_name_1km","SHERBURNVILL","SHERBURNVILL"
1617,1132,"step1_similar_name_1km","NEW LENOX","NEW LENOX"
1618,1133,"step1_similar_name_1km","GULFPORT","GULFPORT"
1619,1134,"step1_similar_name_1km","STILLWELL","STILLWELL"
1620,1135,"step1_similar_name_1km","CHANDLERVILL","CHANDLERVILL"
1621,1136,"step1_similar_name_1km","TERRE HAUTE","TERRE HAUTE"
1622,1137,"step1_similar_name_1km","WILLIAMSFLD","WILLIAMSFLD"
1623,1138,"step1_similar_name_1km","CAMERON","CAMERON"
1624,1139,"step1_similar_name_1km","BARTONVILLE","BARTONVILLE"
1625,1140,"step1_similar_name_1km","MONICA","MONICA"
1626,1141,"step1_similar_name_1km","DEER CREEK","DEER CREEK"
1627,1142,"step1_similar_name_1km","MACKINAW","MACKINAW"
1628,1143,"step1_similar_name_1km","MINONK","MINONK"
1629,1144,"step1_similar_name_1km","MONTICELLO","MONTICELLO"
1630,1145,"step1_similar_name_1km","FAIRBURY","FAIRBURY"
1631,1146,"step1_similar_name_1km","PONTIAC","PONTIAC"
1632,1147,"step1_similar_name_1km","DAILEY","DAILEY"
1633,1148,"step1_similar_name_1km","MILFORD","MILFORD"
1634,1149,"step1_similar_name_1km","MELROSE","MELROSE"
1635,1150,"step1_similar_name_1km","BLUFF SPGS","BLUFF SPGS"
1636,1151,"step1_similar_name_1km","ATHENSVILLE","ATHENSVILLE"
1637,1152,"step1_similar_name_1km","CONCORD","CONCORD"
1638,1153,"step1_similar_name_1km","BELLEVIEW","BELLEVIEW"
1639,1154,"step1_similar_name_1km","PAWNEE","PAWNEE"
1640,1155,"step1_similar_name_1km","CLARKSDALE","CLARKSDALE"
1642,1157,"step1_similar_name_1km","HUMPHREY","HUMPHREY"
1643,1158,"step1_similar_name_1km","FAIRLAND","FAIRLAND"
1644,1159,"step1_similar_name_1km","JANESVILLE","JANESVILLE"
1645,1160,"step1_similar_name_1km","BRADBURY","BRADBURY"
1646,1161,"step1_similar_name_1km","HUMBOLDT","HUMBOLDT"
1647,1162,"step1_similar_name_1km","MARTINSVILLE","MARTINSVILLE"
1648,1163,"step1_similar_name_1km","COLUMBIA","COLUMBIA"
1649,1164,"step1_similar_name_1km","MASCOUTAH LK","MASCOUTAH LK"
1650,1165,"step1_similar_name_1km","JAMESTOWN","JAMESTOWN"
1651,1166,"step1_similar_name_1km","ST MORGAN","ST MORGAN"
1652,1167,"step1_similar_name_1km","BEAUCOUP","BEAUCOUP"
1653,1168,"step1_similar_name_1km","BRNT PRAIRIE","BRNT PRAIRIE"
1654,1169,"step1_similar_name_1km","MT VERNON","MT VERNON"
1655,1170,"step1_similar_name_1km","OLNEY","OLNEY"
1656,1171,"step1_similar_name_1km","FLORA","FLORA"
1657,1172,"step1_similar_name_1km","BIRDS","BIRDS"
1659,1174,"step1_similar_name_1km","BREMEN","BREMEN"
1660,1175,"step1_similar_name_1km","BELKNAP","BELKNAP"
1661,1176,"step1_similar_name_1km","DELWOOD","DELWOOD"
1662,1177,"step1_similar_name_1km","BEAVERDAM LK","BEAVERDAM LK"
1664,1179,"step1_similar_name_1km","SHANNON","SHANNON"
1665,1180,"step1_similar_name_1km","CALEDONIA","CALEDONIA"
1666,1181,"step1_similar_name_1km","SHERRARD","SHERRARD"
1667,1182,"step1_similar_name_1km","TROY GROVE","TROY GROVE"
1668,1183,"step1_similar_name_1km","SENECA","SENECA"
1669,1184,"step1_similar_name_1km","CAMP POINT","CAMP POINT"
1671,1186,"step1_similar_name_1km","GREENVIEW","GREENVIEW"
1672,1187,"step1_similar_name_1km","LE ROY","LE ROY"
1673,1188,"step1_similar_name_1km","ELDRED","ELDRED"
1674,1189,"step1_similar_name_1km","NILWOOD","NILWOOD"
1675,1190,"step1_similar_name_1km","YALE","YALE"
1676,1191,"step1_similar_name_1km","YORK","YORK"
1677,1192,"step1_similar_name_1km","DARMSTADT","DARMSTADT"
1678,1193,"step1_similar_name_1km","BROWNVILLE","BROWNVILLE"
1679,1194,"step1_similar_name_1km","SANDUSKY","SANDUSKY"
1680,1195,"step1_similar_name_1km","CAVE IN ROCK","CAVE IN ROCK"
1682,1196,"step1_similar_name_1km","CHERRY VAL 2","CHERRY VAL 2"
1683,1197,"step1_similar_name_1km","PAYSON","PAYSON"
1684,1198,"step1_similar_name_1km","LAKE GALENA","LAKE GALENA"
1685,1199,"step1_similar_name_1km","LAKE SUMMERSET","LAKE SUMMERSET"
1686,1200,"step1_similar_name_1km","UNION","UNION"
1687,1201,"step1_similar_name_1km","KEITHSBURG","KEITHSBURG"
1688,1202,"step1_similar_name_1km","STERLING","STERLING"
1689,1203,"step1_similar_name_1km","YORKVILLE","YORKVILLE"
1690,1204,"step1_similar_name_1km","CLAYTON","CLAYTON"
1691,1205,"step1_similar_name_1km","WAYNESVILLE","WAYNESVILLE"
1692,1206,"step1_similar_name_1km","GRIDLEY","GRIDLEY"
1693,1207,"step1_similar_name_1km","GRAPE CREEK","GRAPE CREEK"
1694,1208,"step1_similar_name_1km","EUBANKS","EUBANKS"
1695,1209,"step1_similar_name_1km","CONCORD WEST","CONCORD WEST"
1697,1211,"step1_similar_name_1km","ALLERTON PARK","ALLERTON PARK"
1698,1212,"step1_similar_name_1km","MARSHALL","MARSHALL"
1699,1213,"step1_similar_name_1km","DUDLEYVILLE","DUDLEYVILLE"
1701,1215,"step1_similar_name_1km","ROYALTON","ROYALTON"
1702,1216,"step1_similar_name_1km","KARNAK","KARNAK"
1704,1217,"step1_similar_name_1km","ATHENS","ATHENS"
1705,1218,"step1_similar_name_1km","GARY","GARY"
1706,1219,"step1_similar_name_1km","HEBRON","HEBRON"
1707,1220,"step1_similar_name_1km","SOUTH BEND","SOUTH BEND"
1708,1221,"step1_similar_name_1km","KNOX","KNOX"
1709,1222,"step1_similar_name_1km","KEWANNA","KEWANNA"
1710,1223,"step1_similar_name_1km","MIDDLEBURY","MIDDLEBURY"
1711,1224,"step1_similar_name_1km","COLUMBIA CTY","COLUMBIA CTY"
1712,1225,"step1_similar_name_1km","PACKERTOWN","PACKERTOWN"
1713,1226,"step1_similar_name_1km","ELLIS","ELLIS"
1714,1227,"step1_similar_name_1km","FOWLER","FOWLER"
1715,1228,"step1_similar_name_1km","W LAFAYETTE","W LAFAYETTE"
1716,1229,"step1_similar_name_1km","MONTICELLO","MONTICELLO"
1717,1230,"step1_similar_name_1km","GALVESTON","GALVESTON"
1718,1231,"step1_similar_name_1km","THORNTOWN","THORNTOWN"
1719,1232,"step1_similar_name_1km","TIPTON","TIPTON"
1720,1233,"step1_similar_name_1km","MIDDLETOWN","MIDDLETOWN"
1721,1234,"step1_similar_name_1km","MUNCIE","MUNCIE"
1722,1235,"step1_similar_name_1km","SWAYZEE","SWAYZEE"
1723,1236,"step1_similar_name_1km","WABASH","WABASH"
1724,1237,"step1_similar_name_1km","BERNE","BERNE"
1725,1238,"step1_similar_name_1km","PIMENTO","PIMENTO"
1726,1239,"step1_similar_name_1km","BRAZIL","BRAZIL"
1727,1240,"step1_similar_name_1km","BELMONT","BELMONT"
1728,1241,"step1_similar_name_1km","FRIENDSWOOD","FRIENDSWOOD"
1729,1242,"step1_similar_name_1km","JAMESTOWN","JAMESTOWN"
1730,1243,"step1_similar_name_1km","SPENCER","SPENCER"
1731,1244,"step1_similar_name_1km","AZALIA","AZALIA"
1732,1245,"step1_similar_name_1km","SEXTON","SEXTON"
1733,1246,"step1_similar_name_1km","MILROY","MILROY"
1734,1247,"step1_similar_name_1km","SHELBYVILLE","SHELBYVILLE"
1735,1248,"step1_similar_name_1km","BROOKVILLE","BROOKVILLE"
1736,1249,"step1_similar_name_1km","WASHINGTON","WASHINGTON"
1737,1250,"step1_similar_name_1km","CUMBACK","CUMBACK"
1738,1251,"step1_similar_name_1km","MILLERSBURG","MILLERSBURG"
1739,1252,"step1_similar_name_1km","INDIAN SPGS","INDIAN SPGS"
1740,1253,"step1_similar_name_1km","CELESTINE","CELESTINE"
1741,1254,"step1_similar_name_1km","CLEAR SPRING","CLEAR SPRING"
1742,1255,"step1_similar_name_1km","NEW PHILA","NEW PHILA"
1743,1256,"step1_similar_name_1km","CORYDON","CORYDON"
1744,1257,"step1_similar_name_1km","VEVAY","VEVAY"
1745,1258,"step1_similar_name_1km","SCOTTSBURG","SCOTTSBURG"
1746,1259,"step1_similar_name_1km","EVANSVILLE","EVANSVILLE"
1748,1260,"step1_similar_name_1km","PORTAGE","PORTAGE"
1749,1261,"step1_similar_name_1km","LAKEVILLE","LAKEVILLE"
1750,1262,"step1_similar_name_1km","PACKERTOWN 2","PACKERTOWN 2"
1751,1263,"step1_similar_name_1km","KOKOMO","KOKOMO"
1752,1264,"step1_similar_name_1km","ANDERSON","ANDERSON"
1753,1265,"step1_similar_name_1km","PORTAGE 2","PORTAGE 2"
1754,1266,"step1_similar_name_1km","CROWN POINT","CROWN POINT"
1755,1267,"step1_similar_name_1km","LAPORTE","LAPORTE"
1756,1268,"step1_similar_name_1km","LAGRANGE","LAGRANGE"
1757,1269,"step1_similar_name_1km","CUBA","CUBA"
1758,1270,"step1_similar_name_1km","RENSSELAER","RENSSELAER"
1759,1271,"step1_similar_name_1km","FRANKFORT","FRANKFORT"
1760,1272,"step1_similar_name_1km","MONTPELIER","MONTPELIER"
1761,1273,"step1_similar_name_1km","DECATUR","DECATUR"
1762,1274,"step1_similar_name_1km","WALLACE","WALLACE"
1763,1275,"step1_similar_name_1km","PLAINFIELD","PLAINFIELD"
1764,1276,"step1_similar_name_1km","NEW CASTLE","NEW CASTLE"
