"CountryNum","StateNum","Route","RouteName","Active","Stratum","BCR","RouteTypeID","RouteTypeDetailID","pt_id","name_clean","rteno","RTENAME","SUM_ARC_LE","MIN_rte_le","MAX_rte_le","MIN_date_a","MAX_date_a","line_id","name_clean.line","name_similarity","dist_to_line"
840,"02","208","TALLADEGA",1,13,28,1,1,94,"talladega",2208,"TALLADEGA",57196.5,57196.5,57196.5,1998,1998,89,"talladega",1,46.8309759926064
840,"02","211","AUTAUGAVILLE",1,4,27,1,1,97,"autaugaville",2211,"AUTAUGAVILLE",45302,45302,45302,1998,1998,92,"autaugaville",1,9.37531881452355
840,"02","212","SEALE",1,4,27,1,1,98,"seale",2212,"SEALE",48881.8,48881.8,48881.8,1998,1998,93,"seale",1,0.0997337705473653
840,"02","214","CLAIBORNE",1,4,27,1,1,100,"claiborne",2214,"CLAIBORNE",74832,74832,74832,1998,1998,95,"claiborne",1,0.0585218204445882
840,"02","215","HELICON",1,4,27,1,1,101,"helicon",2215,"HELICON",69052,69052,69052,1998,1998,96,"helicon",1,0.787033662391368
840,"02","216","EUFAULA",1,4,27,1,1,102,"eufaula",2216,"EUFAULA",35388,35388,35388,1998,1998,97,"eufaula",1,18.6606555095068
840,"02","217","ST. ELMO",1,3,27,1,1,103,"st elmo",2217,"ST. ELMO",45497.9,45497.9,45497.9,1998,1998,98,"st elmo",1,22.6393870001581
840,"02","218","BAY MINETTE",1,3,27,1,1,104,"bay minette",2218,"BAY MINETTE",37593.1,37593.1,37593.1,1998,1998,99,"bay minette",1,58.5200643538816
840,"02","306","DRUMMOND",1,13,28,1,1,106,"drummond",2306,"DRUMMOND",49838.785,49838.79,49838.79,2001,2001,100,"drummond",1,27.4586552442393
840,"02","750","TRIANA",0,14,24,2,2,107,"triana",2750,"TRIANA",38259.617,38259.62,38259.62,2001,2001,101,"triana",1,238.015868893056
840,"02","753","GAINESTOWN FERRY",0,4,27,2,2,110,"gainestown ferry",2753,"GAINESTOWN FERRY",38875.879,38875.88,38875.88,2001,2001,104,"gainestown ferry",1,216.345655515099
840,"02","754","Chacaloochee Bay",0,4,27,2,2,111,"chacaloochee bay",2754,"CHACALOOCHEE BAY",45667.743,45667.73,45667.73,2011,2011,105,"chacaloochee bay",1,0.246733772067263
840,"02","900","ELKMONT",0,14,24,1,2,112,"elkmont",2072,"ELKMONT",39658.1,39658.1,39658.1,1998,1998,70,"elkmont",1,710.164124296595
840,"03","001","EAGLE",1,25,4,1,1,114,"eagle",3001,"EAGLE",36381.402,36381.4,36381.4,2001,2001,106,"eagle",1,16.0382439268073
840,"03","002","CIRCLE",1,25,4,1,1,115,"circle",3002,"CIRCLE",40035.563,40035.56,40035.56,2001,2001,107,"circle",1,302.772805163666
840,"03","003","CHATANIKA R",1,25,4,1,1,116,"chatanika r",3003,"CHATANIKA R",41016.121,41016.12,41016.12,2001,2001,108,"chatanika r",1,274.973358222426
840,"03","004","BIRCH LAKE",1,25,4,1,1,117,"birch lake",3004,"BIRCH LAKE",40324.5,40324.5,40324.5,2001,2001,109,"birch lake",1,70.1132208815058
840,"03","005","LIVENGOOD",1,25,4,1,1,118,"livengood",3005,"LIVENGOOD",34110.559,34110.56,34110.56,2001,2001,110,"livengood",1,50.9407778339908
840,"03","006","NEBESNA",0,68,4,1,1,119,"nebesna",3006,"NEBESNA",43855.617,43855.62,43855.62,2001,2001,111,"nebesna",1,1.47128148903867
840,"03","007","SLANA",1,68,4,1,1,120,"slana",3007,"SLANA",43648.93,43648.93,43648.93,2001,2001,112,"slana",1,48.9732175315779
840,"03","008","TOWER BLUFFS",1,25,4,1,1,121,"tower bluffs",3008,"TOWER BLUFFS",41501.09,41501.09,41501.09,2001,2001,113,"tower bluffs",1,231.593023143646
840,"03","009","CHISTOCHINA",1,68,4,1,1,122,"chistochina",3009,"CHISTOCHINA",43526.582,43526.58,43526.58,2001,2001,114,"chistochina",1,411.566199830101
840,"03","010","NORTHWAY",1,25,4,1,1,123,"northway",3010,"NORTHWAY",40219.063,40219.06,40219.06,2001,2001,115,"northway",1,24.2716651850987
840,"03","011","MACLAREN",1,68,4,1,1,124,"maclaren",3011,"MACLAREN",40461.797,40461.8,40461.8,2001,2001,116,"maclaren",1,73.0550190936376
840,"03","012","MONAHAN",1,68,4,1,1,125,"monahan",3012,"MONAHAN",38928.891,38928.89,38928.89,2001,2001,117,"monahan",1,35.5028729314757
840,"03","013","CANTWELL",1,68,4,1,1,126,"cantwell",3013,"CANTWELL",40263.48,40263.48,40263.48,2001,2001,118,"cantwell",1,21.519721160121
840,"03","015","TOKLAT",1,68,4,1,1,127,"toklat",3015,"TOKLAT",38167.535,38167.54,38167.54,2001,2001,119,"toklat",1,158.348104286595
840,"03","017","GOOSE BAY",0,96,4,1,1,129,"goose bay",3017,"GOOSE BAY",41520.5,41520.5,41520.5,2001,2001,121,"goose bay",1,1.1817168485563
840,"03","018","SKILAK LAKE",0,96,4,1,1,130,"skilak lake",3018,"SKILAK LAKE",41596.563,41596.56,41596.56,2001,2001,122,"skilak lake",1,4.85266266170922
840,"03","020","JUNEAU ALT",0,94,5,1,1,132,"juneau alt",3020,"JUNEAU ALT",46640.974,46640.97,46640.97,2001,2001,123,"juneau alt",1,28.8925734301911
840,"03","021","JUNEAU",1,94,5,1,1,133,"juneau",3021,"JUNEAU",39618.887,39618.89,39618.89,2001,2001,124,"juneau",1,743.793500373104
840,"03","023","CRAIG",1,94,5,1,1,134,"craig",3023,"CRAIG",29734.08,29734.08,29734.08,2001,2001,125,"craig",1,152.192767960839
840,"03","024","KETCHIKAN",1,94,5,1,1,135,"ketchikan",3024,"KETCHIKAN",42336.699,42336.7,42336.7,2001,2001,126,"ketchikan",1,64.0947089896972
840,"03","025","HAINES",1,94,5,1,1,136,"haines",3025,"HAINES",41286.77,41286.77,41286.77,2001,2001,127,"haines",1,356.711048828671
840,"03","028","KALIFONSKY",1,96,4,1,1,138,"kalifonsky",3028,"KALIFONSKY",43245.23,43245.23,43245.23,2001,2001,128,"kalifonsky",1,23.1414970956391
840,"03","029","MATANUSKA",0,96,4,1,1,139,"matanuska",3029,"MATANUSKA",39761.969,39761.97,39761.97,2001,2001,129,"matanuska",1,122.08799008097
840,"03","030","WILLOW",1,96,4,1,1,140,"willow",3030,"WILLOW",27794.777,27794.78,27794.78,2001,2001,130,"willow",1,16.9025285952641
840,"03","040","CHENA RIVER",0,25,4,1,1,142,"chena river",3142,"CHENA HOT SPRING 2",41838.043,41838.04,41838.04,2001,2001,158,"chena hot spring 2",0.723905723905724,67.3040867289288
840,"03","041","L SALCHA",1,25,4,1,1,143,"l salcha",3041,"L SALCHA",41815.337,41815.34,41815.34,2011,2011,133,"l salcha",1,9.27617878282236
840,"03","042","CHENA HOT SP",0,25,4,1,1,144,"chena hot sp",3042,"CHENA HOT SP",27492.107,27492.11,27492.11,2001,2001,134,"chena hot sp",1,0.32550937607764
840,"03","050","CORDOVA",1,96,5,1,1,145,"cordova",3050,"CORDOVA",42955.168,42955.17,42955.17,2001,2001,135,"cordova",1,323.730753149231
840,"03","051","THOMPSON PAS",1,68,5,1,1,146,"thompson pas",3051,"THOMPSON PAS",35966.391,35966.39,35966.39,2001,2001,136,"thompson pas",1,129.585967169179
840,"03","052","KENNY LAKE",1,68,4,1,1,147,"kenny lake",3052,"KENNY LAKE",40850.688,40850.69,40850.69,2001,2001,137,"kenny lake",1,107.019134894254
840,"03","053","SHEEP MTN",1,68,5,1,1,148,"sheep mtn",3053,"SHEEP MTN",39937.543,39937.54,39937.54,2001,2001,138,"sheep mtn",1,87.0899401818973
840,"03","054","SOURDOUGH",1,68,4,1,1,149,"sourdough",3054,"SOURDOUGH",44284.047,44284.05,44284.05,2001,2001,139,"sourdough",1,36.7841550916448
840,"03","055","TONSINA",1,68,4,1,1,150,"tonsina",3055,"TONSINA",44161.633,44161.63,44161.63,2001,2001,140,"tonsina",1,11.6717085451481
840,"03","060","KATMAI N.P.",1,25,2,1,1,151,"katmai n p",3060,"KATMAI N.P.",36983.09,36983.09,36983.09,2001,2001,141,"katmai n p",1,243.110799002183
840,"03","084","BEAR CREEK",0,25,4,2,1,152,"bear creek",3084,"BEAR CREEK",50891.278,50891.28,50891.28,2011,2011,142,"bear creek",1,103.597093102429
840,"03","090","ADAK",0,99,1,1,1,153,"adak",3090,"ADAK",44198.41,44198.41,44198.41,2001,2001,143,"adak",1,34.9000220632686
840,"03","101","CHICKEN",1,25,4,1,1,154,"chicken",3101,"CHICKEN",40417.023,40417.02,40417.02,2001,2001,144,"chicken",1,108.978676171812
840,"03","112","GLENALLEN",0,68,4,1,1,155,"glenallen",3112,"GLENALLEN",39435.004,39435,39435,2001,2001,145,"glenallen",1,403.912258768194
840,"03","113","CHULITNA",0,68,4,1,1,156,"chulitna",3113,"CHULITNA",44375.195,44375.2,44375.2,2001,2001,146,"chulitna",1,56.7715674678207
840,"03","115","SAVAGE",1,68,4,1,1,157,"savage",3115,"SAVAGE",41532.484,41532.48,41532.48,2001,2001,147,"savage",1,10.4191620336243
840,"03","116","MOOSE PASS",0,96,5,1,1,158,"moose pass",3116,"MOOSE PASS",34143.664,34143.66,34143.66,2001,2001,148,"moose pass",1,1.32284417272349
840,"03","117","HATCHER PASS",1,96,4,1,1,159,"hatcher pass",3117,"HATCHER PASS",38473.953,38473.95,38473.95,2001,2001,149,"hatcher pass",1,31.5813770214355
840,"03","118","SWAN LAKE RD",1,96,4,1,1,160,"swan lake rd",3118,"SWAN LAKE RD",39321.91,39321.91,39321.91,2001,2001,150,"swan lake rd",1,29.0689071476683
